Rank,Sample_Index,y_keras,y_hls,abs_delta
673,1216,0.999969,0.999023,0.000945
674,722,0.999969,0.999023,0.000945
675,274,0.999969,0.999023,0.000945
676,908,0.999969,0.999023,0.000945
677,789,0.999969,0.999023,0.000945
678,1328,0.999968,0.999023,0.000945
679,469,0.999967,0.999023,0.000944
680,862,0.999967,0.999023,0.000944
681,272,0.999967,0.999023,0.000944
682,240,0.999967,0.999023,0.000944
683,823,0.999967,0.999023,0.000943
684,372,0.999967,0.999023,0.000943
685,610,0.999966,0.999023,0.000943
686,203,0.999966,0.999023,0.000943
687,663,0.999966,0.999023,0.000942
688,222,0.999966,0.999023,0.000942
689,51,0.999965,0.999023,0.000942
690,49,0.999965,0.999023,0.000941
691,1200,0.999964,0.999023,0.000941
692,577,0.999964,0.999023,0.000940
693,1294,0.999964,0.999023,0.000940
694,359,0.999964,0.999023,0.000940
695,680,0.999964,0.999023,0.000940
696,269,0.999963,0.999023,0.000940
697,1270,0.999963,0.999023,0.000940
698,1241,0.999963,0.999023,0.000939
699,512,0.999962,0.999023,0.000939
700,411,0.999962,0.999023,0.000939
701,899,0.999962,0.999023,0.000939
702,843,0.999962,0.999023,0.000938
703,223,0.999961,0.999023,0.000938
704,832,0.999961,0.999023,0.000938
705,818,0.999961,0.999023,0.000937
706,440,0.999961,0.999023,0.000937
707,772,0.999961,0.999023,0.000937
708,356,0.999961,0.999023,0.000937
709,1312,0.999961,0.999023,0.000937
710,669,0.999959,0.999023,0.000935
711,805,0.999958,0.999023,0.000935
712,571,0.999958,0.999023,0.000935
713,315,0.999958,0.999023,0.000935
714,395,0.999958,0.999023,0.000934
715,701,0.999958,0.999023,0.000934
716,451,0.999957,0.999023,0.000934
717,602,0.999957,0.999023,0.000933
718,393,0.999957,0.999023,0.000933
